"","workTitle"
"7290","LORELEY, DIE (VOICE/ORCHESTRA)"
"7325","FANTASIESTUCK FOR VIOLIN AND ORCHESTRA"
"7341","SYMPHONY NO. 2 IN D MAJOR, OP. 73"
"7346","CONCERTO PATHÉTIQUE, VIOLIN, OP.23"
"7351","IL GIURAMENTO"
"7366","NOCTURNE, E-FLAT MAJOR (SOLO VIOLIN) (ARR. Remenyi)"
"7371","MAZURKA NO.  5, B-FLAT MAJOR, OP. 7, NO. 1 (SOLO VIOLIN) (ARR. Remenyi)"
"7381","HUNNENSCHLACHT, DIE (SYMPHONIC POEM NO. 11)"
"7390","VARIATIONS ON A NORWEGIAN FOLKTUNE"
"7391","ALLEGRO, STRING ORCHESTRA AND TWO OBOES"
"7392","KAMARINSKAYA"
"7414","WENN ES DOCH IMMER SO BLIEBE"
"7417","HEIDENROSLEIN, D.257"
"7420","FRANCESCA DA RIMINI, OP. 32"
"7431","SERSE"
"7434","CONCERTO, PIANO, A MINOR, OP.16"
"7440","CAPTIVE, LA, OP. 12"
"7484","IM GRUNEN (SPRING SONG) (SOLOIST)"
"7492","SYMPHONY NO. 2, OP. 55, A MINOR"
"7537","SYMPHONY NO. 3, D MAJOR, OP. 29 (POLISH)"
"7538","OCTET, D MAJOR, OP. 9"
"7588","ZIGEUNERWEISEN (GYPSY AIRS), OP.20"
"7613","TWELVE PIECES FOR CHILDREN LITTLE AND BIG, OP. 85 (ORCH.) (ARR. Saint-Saens [Saint-Saëns])"
"7688","QUARTET, STRING, NO. 2, D MINOR, OP. 75"
"7713","VENEZIA E NAPOLI"
"7763","ZEMIRE UND AZOR, WOO 52"
"7788","STANDCHEN (SERENADE)"
"7813","QUINTET, STRING, E MAJOR, OP. 11, NO. 5, G. 275"
"7838","QUINTET, PIANO/STRINGS, E-FLAT MAJOR, OP.44"
"7856","FRAUENLIEBE UND LEBEN, OP. 42"
"7874","XERXES: LARGO (FLUTE) (ARR. Unspecified)"
"7892","LIED OHNE WORTE (UNSPECIFIED) (FLUTE) (ARR. Unspecified)"
"7910","KINDERSZENEN, OP. 15, NO. 7: TRAUMEREI (CHAMBER ENSEMBLE) (ARR. Unspecified)"
"7928","SWEDISH WEDDING MARCH"
"7964","TRIO, PIANO, B-FLAT MAJOR, OP. 52"
"8000","SICILIANA"
"8018","BERCEUSE, OP. 57"
"8054","SICILIENNE"
"8076","CONCERTO, PIANO, NO. 1, B-FLAT MINOR, OP. 32"
"8080","AT THE CLOISTER GATE, OP. 20"
"8089","CONCERTO, PIANO, OP.10"
"8107","KAISERMARSCH"
"8163","OCTET, DIVERTIMENTO NOTTURNO, G MAJOR, OP. 38, NO. 4, G. 470"
"8173","AH, PERFIDO, OP. 65 (SOPRANO/PIANO) (ARR. Unspecified)"
"8183","QUINTET FOR PIANO AND STRINGS, A MAJOR, D.667 (TROUT)"
"8223","NOCTURNE NO. 9, B MAJOR, OP. 31 NO. 1 (ORCH) (ARR. Wilhelmj)"
"8249","XERXES: LARGO (ORCH) (ARR. Damrosch)"
"8260","AVE VERUM CORPUS, K. 618"
"8282","ST. MATTHEW PASSION, BWV 244"
"8304","QUINTET, STRING, OP. 29"
"8311","CON., FLUTE, VIOLIN AND HARPSICHORD, A MINOR, BWV 1044"
"8318","SCHIFFER, DER"
"8325","LIEBST DU UM SCHÖNHEIT"
"8332","ER IST GEKOMMEN"
"8339","QUARTET, STRING, G MINOR, OP.27"
"8348","TO THE NIGHT"
"8350","SYMPHONY NO. 8, FRUHLINGSKLANGE, OP. 205"
"8356","HEIMWEH, DAS, D.456 (VOICE/ORCH) (ARR. Damrosch)"
"8375","CONCERTO, PIANO, NO. 1, B-FLAT MINOR, OP. 23"
"8380","QUARTET, STRING, A MINOR, OP. 41, NO. 1"
"8387","SONATA, VIOLIN, A MAJOR, OP. 78"
"8394","TROMPETER VON SÄKKINGEN, DER (SONGS)"
"8408","QUINTET, PIANO, B-FLAT MAJOR, OP. 30"
"8415","TOCCATA (UNSPECIFIED) (ARR. Esser)"
"8417","CALANDRINA, LA"
"8423","PENTHESILEA OVERTURE, OP. 31"
"8451","PRELUDE, MINUET AND FUGUE, OP. 10"
"8476","TRIO, VLN/VC/PNO, OP. 97, B-FLAT ""ARCHDUKE"""
"8483","L'ARLESIENNE: SUITE NO. 1"
"8490","QUARTET, STRING, NO. 1, E-FLAT MAJOR"
"8497","VARIATIONS, TROCKNE BLUMEN, FLUTE/PIANO, D.802"
"8504","QUARTET, STRINGS, NO. 23, F MAJOR, K.590"
"8511","SUITE NO. 1, D MINOR, OP.43"
"8515","CONCERTO, CELLO, NO. 1, A MINOR, OP. 33"
"8523","NOCTURNE, UNSPECIFIED (CELLO, ORCH) (ARR. Unspecified)"
"8527","TARANTELLE FOR CELLO AND ORCHESTRA"
"8560","PRELUDE, ADAGIO, GAVOTTE AND RONDO (UNSPECIFIED) (ARR. Bachrich)"
"8563","SYMPHONY NO. 4, D MINOR, OP. 95"
"8564","DAMNATION DE FAUST, LA, OP. 24"
"8600","ADAGIO AND FUGUE, STRING QUARTET, C MIN, K.546 (QUART./STR. ORCH.)"
"8609","SLAVONIC RHAPSODY, G MINOR, OP. 45, NO. 2"
"8664","SIEGFRIED, WWV 86C"
"8700","FANTASIA AND FUGUE, CHROMATIC, D MINOR, BWV 903 (ARR. Bristow)"
"8732","ALEXANDER'S FEAST"
"8762","HAROLD IN ITALY, OP.16"
"8805","FRUHLINGS-FANTASIE, OP. 11"
"8825","SIROE"
"8836","CONCERTO, VIOLIN, D MINOR"
"8845","NOCTURNE, E-FLAT MAJOR (VIOLIN+PIANO) (ARR. Sarasate)"
"8869","CANTATA NO.  80: ""EIN FESTE BURG IST UNSER GOTT""  (ARR. Thomas)"
"8907","MITRANES"
"8925","OVERTURE TO SCHILLER'S DEMETRIUS, OP. 110"
"8926","BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048"
"8928","ROMEO AND JULIET FANTASIA, OP. 18"
"8940","CINQ MAI, LE"
"8963","HECUBA, OP. 92"
"8969","IN QUESTA TOMBA OSCURA, WOO 133"
"8981","ACADEMIC FESTIVAL OVERTURE, OP.80"
"8997","TRAGIC OVERTURE, OP. 81"
"8998","CONCERTO, PIANO, NO. 2, G MAJOR, OP.44"
"9002","QUINTET, STRINGS, C MAJOR, D.956 (ARR. Damrosch)"
"9003","CONCERTO, PIANO, NO. 4, C MINOR, OP. 44"
"9005","MELODIES, TWO, OP. 53"
"9015","CON., VIOLINS, (TWO), BWV 1043, D MINOR"
"9018","SYMPHONY NO. 5, G MINOR, OP. 107"
"9035","DER WACHTELSCHLAG, WOO 129 (ARR. Damrosch)"
"9041","BEATRICE ET BENEDICT"
"9086","ARMIDE"
"9091","QUARTET, STRING, OP.  59, NO. 3, C MAJOR"
"9101","BENVENUTO CELLINI"
"9106","SYMPHONY NO. 1, OP. 63, TELL"
"9115","PARTENOPE"
"9171","RHEINGOLD, DAS WWV 86A"
"9249","CONCERTO, PIANO, B FLAT MAJOR, OP. 18"
"9263","PARSIFAL, WWV 111"
"9291","SYMPHONY IN C MINOR (SCANDINAVIAN)"
"9293","MIA SPERANZA ADORATA, K.416"
"9302","CONCERTO, PIANO, NO. 2, B FLAT MAJOR, OP.83"
"9304","SYMPHONY NO. 3, E MAJOR, OP.51"
"9316","MIGNON'S LIED"
"9320","PUR DICESTI"
"9324","RUSSIA"
"9357","SYMPHONY NO. 6, D MAJOR, OP.60 (OLD NO. 1)"
"9359","ALTO RHAPSODY, OP. 53"
"9361","CAPRICCIO, OP.4"
"9377","TRAUERMARSCH IN C MINOR, D.859, OP. 55 (ARR. Liszt)"
"9380","SONG (UNSPECIFIED)"
"9409","CONCERT OVERTURE, OP. 32"
"9440","SYMPHONY NO. 2 (OCEAN), C MAJOR, OP.42 (1880 VERSION)"
"9452","KOL NIDREI, OP.47"
"9460","MIGNON"
"9512","BELLE DAME SANS MERCI, LA"
"9517","PAGE, DER, OP. 32, NO. 4"
"9522","VON EWIGER LIEBE, OP. 43, NO. 1"
"9540","VARIATIONS SERIEUSES"
"9556","SYMPHONY NO. 2, C MINOR, OP.17 (LITTLE RUSSIAN)"
"9560","PRELUDE, ADAGIO AND GAVOTTE (UNSPECIFIED) (ARR. Bachrich)"
"9588","SYMPHONY, F MAJOR, OP. 9"
"9617","LIA E MORTE"
"9622","FRUHLINGSLIED, OP. 47, NO. 3"
"9627","SING HEIGH-HO"
"9677","SERENADE IN G MAJOR"
"9681","KING STEPHEN, OP. 117"
"9684","CONCERTO, CELLO, D MAJOR, OP. 45"
"9739","L'ENFANCE DU CHRIST, OP.  25"
"9800","QUARTET, STRING, OP. 131, C SHARP MINOR (ARR. ORCH) (ARR. Muller-Berghaus)"
"9801","RHEINGOLD, DAS WWV 86A: ENTRANCE, GODS INTO VALHALLA (ARR. Zumpe)"
"9819","SYMPHONY NO. 3 IN F MAJOR, OP. 90"
"9823","HUSITSKA, OP.67"
"9825","HERODIADE"
"9835","HARFENSPIELER, D.325"
"9838","ON THE BANKS OF THE EBRON"
"9841","CONCERT PIECE IN THE FORM OF A SERENADE"
"9865","SYMPHONY, F MINOR, OP. 12"
"9868","CONCERTO, CELLO, OP. 33"
"9885","SONGS (UNSPECIFIED)"
"9956","SYMPHONIC VARIATIONS, C MINOR, OP. 27"
"9965","JEANNE D'ARC"
"9971","SERENADE FOR STRINGS, OP.48"
"9993","SIEGFRIED IDYLL, WWV 103"
"9994","SYMPHONIC TONE-PICTURE"
"10001","BARCAROLLE FOR HARP AND ORCHESTRA"
"10009","SYMPHONY NO. 4, B FLAT MINOR (THE WELSH)"
"10013","SULAMITH"
"10017","HAROLD HARFAGER"
"10021","DEREINST, DEREINST"
"10025","NELKEN WIND' ICH UND JASMIN"
"10029","TOCCATA, C MAJOR, OP. 7 (ARR. Damrosch)"
"10037","IPHIGÉNIE EN TAURIDE"
"10077","SYMPHONY NO. 2 IN F MAJOR"
"10081","ADAGIO AND RONDO"
"10085","LEGEND FOR VIOLIN AND ORCHESTRA, OP.17"
"10103","HUNGARIAN RHAPSODY NO. 14"
"10105","DREAM KING AND HIS LOVE"
"10126","OTHELLO: SYMPHONIC PROLOGUE"
"10128","SCHERZO CAPRICCIOSO, OP.66"
"10131","SYMPHONY NO. 3, D MINOR"
"10137","AIRS DE BALLET, SUITE NO. 2 (FROM VARIOUS OPERAS) (ARR. Gevaert)"
"10141","REINE DE SEBA, LA"
"10165","FORTH THE EAGLE HAS FLOWN"
"10169","SYMPHONY, C MINOR, OP. 60"
"10180","SYMPHONY NO. 7, D MINOR, OP.70 (OLD NO. 2)"
"10183","ALLMACHT, DIE, D.852"
"10185","RAPSODIE NORVEGIENNE (RAPSODIE POUR ORCHESTRE)"
"10187","SCHERZO"
"10191","FESTIVAL OVERTURE"
"10242","QUINTET, CLARINET, A MAJOR, K.581"
"10251","ROMANCES AND BALLADS, OP. 9"
"10296","LIEDERKREIS, OP. 39"
"10305","QUINTET, PIANO/STRINGS, A MINOR, OP. 107"
"10314","SUITE NO. 2,  B MINOR, BWV 1067"
"10322","ARIANNA A NAXOS (TESEO MIO BEN), H.XXVIB:2"
"10326","SYMPHONY, B FLAT MAJOR, OP. 60"
"10480","SUITE, E MAJOR (UNIDENTIFIED) (ARR. Bachrich)"
"10484","SYMPHONY NO. 1, A MAJOR"
"10492","SWAN'S SONG"
"10496","ALL SOUL'S DAY"
"10500","NONE BUT THE LONELY HEART, OP. 6 NO. 6"
"10504","CAPRICCIO ITALIEN, OP.45"
"10540","NERO"
"10544","SYMPHONY NO. 7, E MAJOR"
"10549","SYMPHONY, MANFRED, OP. 58"
"10550","SYMPHONY NO. 4 IN E MINOR, OP. 98"
"10583","SUITE, VIOLONCELLO"
"10646","ZEMIRE ET AZOR"
"10655","UNKNOWN LAND, THE"
"10661","MINSTREL'S CURSE, THE"
"10684","SYMPHONY NO. 3 IN C MINOR, OP. 78 (ORGAN SYM.)"
"10685","TOCCATA & FUGUE, F MAJOR, BWV 540 (ARR. Esser)"
"10703","SYMPHONY, E MINOR"
"10742","CONCERTO SYMPHONIQUE, NO. 4, D MINOR, OP. 102"
"10748","GRUPPE AUS DEM TARTARUS, D.396"
"10751","ROMANZEN UND BALLADEN, OP. 49, NO. 1:  DIE BEIDEN GRENADIERE, OP. 49, NO. 1"
"10784","CONCERTO, VIOLIN, OP. 46"
"10786","SYMPHONY NO. 1, OP. 4"
"10790","NAMOUNA"
"10796","SIEGFRIED'S SWORD"
"10802","CORSAIRE OVERTURE"
"10831","CONCERTO, CELLO, NO. 1, OP. 8"
"10876","STANDCHEN [UNSPECIFIED]"
"10904","TERZETTO, TWO VIOLINS, VIOLA, OP. 74"
"10934","SYMPHONY, F MINOR, OP. 28 (IRISH)"
"10936","ROUET D'OMPHALE, LE, OP. 31"
"10938","BARTERED BRIDE, THE"
"10964","O SALUTARIS HOSTIA"
"10968","PSALM 137"
"11021","SONATA, PIANO, OP. 35: FUNERAL MARCH (ORCH) (ARR. Thomas)"
"11031","GRETCHEN AM SPINNRADE, D.118 (ARR. Liszt)"
"11035","BRANDENBURG CONCERTO NO. 1, F MAJOR, BWV 1046"
"11045","ABDUCTION FROM THE SERAGLIO, THE: OVERTURE, K.384 (ARR. Unspecified)"
"11098","SYMPHONY NO. 2, E FLAT MAJOR, OP. 35"
"11101","SCHWANENGESANG, D.957"
"11110","SYMPHONIC VARIATIONS, OP.78"
"11152","AN DIE LEIER, D.737, NO. 1"
"11158","ROMANZEN UND BALLADEN, OP. 53"
"11170","IM HERBST"
"11245","SIGURD"
"11264","CARMEN"
"11276","PHÈDRE"
"11284","SERENADE [UNSPECIFIED]"
"11326","SEXTET, NO. 1, OP. 18, (THEME AND VARIATIONS) (ORCH.) (ARR. Unspecified)"
"11328","JUNGE NONNE, DIE, D.828"
"11340","CONCERTO, VIOLIN, D MAJOR, OP.35"
"11352","MOSES"
"11358","SAUL"
"11364","MARCH HONGROISE, D.818 (ARR. Liszt)"
"11419","FUGUE, A MINOR  (ARR. Hellmesberger)"
"11422","SLAVONIC DANCES, OP. 72"
"11435","TOTENTANZ"
"11465","TWELFTH NIGHT, OVERTURE, OP.40"
"11477","WESENDONCK LIEDER, WWV 91 (ARR. Mottl)"
"11574","SERENATA IN D MAJOR"
"11578","ALBUMBLATT, OP. 28"
"11628","CONCERTO, PIANO, NO. 3, G MAJOR, OP. 45"
"11634","QUARTET, STRINGS, D MINOR, D.810  (DER TOD UND DAS MADCHEN)"
"11647","NACHTSTUCK, D.672"
"11664","ALCESTE"
"11669","IN THE SPRING, OP. 36"
"11679","CONCERTO GROSSO, OP. 6, NO.  6, G MINOR"
"11684","DREI ZIGEUNER, DIE"
"11754","ROI D'YS, LE"
"11759","IMMER LEISER WIRD MEIN SCHLUMMER"
"11764","WIE BIST DU MEINE KÖNIGIN"
"11820","AN ISLAND FANTASY, OP. 45"
"11841","LIEBESLIEDER WALTZES, OP. 52 (STRINGS) (ARR. Herrmann)"
"11847","SYMPHONY NO. 4, F MINOR, OP. 36"
"11867","SYMPHONY NO. 5, E MINOR, OP. 64"
"11878","CONCERTO, VIOLIN, NO. 2, D MINOR, OP.44"
"11893","SYMPHONY NO.  94, G MAJOR (SURPRISE)"
"11920","SONATA, VIOLIN, NO. 5, F MINOR, BWV 1018 (ARR. FOR ORCHESTRA) (ARR. Thomas)"
"11927","MATONA, MIA CARA"
"11934","WOOD MINSTRELS, THE"
"11955","SUITE NO. 2, OP. 47"
"11968","PROMETHEUS BOUND, OP.38"
"12009","SAINT LUDMILA, OP.71"
"12014","CONCERTO, PIANO, D MINOR"
"12016","SYMPHONY NO. 5, F MAJOR, OP.76 (OLD NO. 3)"
"12042","IVAN IV THE TERRIBLE, OP. 79"
"12043","CONCERTO, VIOLIN, G MAJOR"
"12082","ANTONY AND CLEOPATRA, OP. 116"
"12092","AIR (UNKNOWN)"
"12107","QUELLE, DIE"
"12112","CHANSON SLAVE"
"12117","AIME-MOI"
"12179","LOTOSBLUME, DIE"
"12183","ES HAT DIE ROSE SICH BEKLAGT"
"12187","MURMELNDES LUFTCHEN"
"12205","SCHLAF, KINDCHEN, SCHLAFE (SLUMBER SONG)"
"12221","HAMLET, FANTASY-OVERTURE, OP. 67"
"12224","OLD HUNDREDTH"
"12232","FESTIVAL CORONATION MARCH (MARCHE SOLENNELLE)"
"12234","TE DEUM, OP. 22"
"12265","SUITE NO. 3, G MAJOR, OP. 55"
"12285","ESCLARMONDE"
"12295","ROI DE LAHORE, LE"
"12315","SEVEN WORDS OF JESUS CHRIST"
"12326","LITURGY OF ST. JOHN CHRYSOSTOM, OP. 41"
"12337","LEGEND, OP. 54, NO. 5 (CHORUS, A CAPPELLA)"
"12384","TO SLEEP"
"12391","IT IS BOTH PAINFUL AND SWEET, OP. 6 NO. 3"
"12420","CONCERTO, VIOLIN, D MAJOR, OP.77"
"12431","SYMPHONY-ODE, OP. 31"
"12437","ERLKONIG [ERLKÖNIG], D.328 (ORCH) (ARR. Liszt)"
"12444","ACHILLES, OP. 50"
"12450","GOTT, ERHALTE FRANZ DEN KAISER (OLD AUSTRIAN HYMN)  [SEE ALSO QUARTET, STRING, NO. 62 (EMPEROR): MVT. 2]"
"12453","SAMSON AND DELILAH"
"12479","GOTT, ERHALTE FRANZ DEN KAISER (ARR. STRING ORCHESTRA)"
"12488","QUINTET, STRINGS, NO. 4, G MINOR, K.516"
"12494","MASONIC FUNERAL MUSIC, K.479A (OLD K.477)"
"12500","FRUHLINGSWOGEN, OP. 87"
"12510","CONCERTO, PIANO, NO. 2, C MINOR, OP.56"
"12511","DEATH AND TRANSFIGURATION (TOD UND VERKLARUNG), OP. 24"
"12514","WEDDING MARCH AND VARIATIONS"
"12529","RUINS OF ATHENS (ARR. Rubinstein)"
"12570","CONCERTO, VIOLIN, NO. 3, D MINOR, OP.58"
"12592","PROMETHEUS (SYMPHONIC POEM NO. 5)"
"12639","DEMON, THE"
"12641","SYMPHONIC FUGUE, OP.8"
"12643","CID, LE"
"12647","SYMPHONY NO. 8, G MAJOR, OP.88 (OLD NO. 4)"
"12667","MACBETH, OP. 23"
"12965","IN NATURE'S REALM, AMID NATURE, OVERTURE, OP.91"
"12969","CARNIVAL OVERTURE, OP.92"
"12973","OTHELLO, OVERTURE, OP.93"
"12977","TE DEUM, OP. 103"
"12983","SONGS, SIX, OP. 48"
"12987","AUS HOLBERGS ZEIT SUITE"
"12989","ABU HASSAN, J. 106"
"13008","SPECTRE'S BRIDE, OP. 69"
"13014","HENRY VIII"
"13041","OVERTURE IN G  MAJOR"
"13049","EILENDE WOLKEN"
"13067","LA MER, SYMPHONIC SKETCHES"
"13097","CONCERTO, VIOLIN, NO. 2, G MINOR"
"13098","SEXTET, STRINGS, D MAJOR, OP.70 ""SOUVENIR DE FLORENCE"""
"13109","ANDANTE SPIANATO AND GRANDE POLONAISE BRILLIANTE, OP. 22"
"13121","CONCERTO, CELLO, D MINOR"
"13127","TRISTAN UND ISOLDE: EXCERPTS,  WWV 90 (ARR. Damrosch)"
"13166","SYMPHONY, C MINOR"
"14484","CONCERTO, VIOLIN, OP. 87"
"14486","SYMPHONY NO. 2 (SINTRAM)"
"14500","THEME WITH VARIATIONS"
"14506","NACHTSTUCKE, OP. 23"
"14509","ETUDE [UNSPECIFIED] (ARR. Schumann)"
"14512","HUNGARIAN RHAPSODY  (UNSPECIFIED)"
"14573","ANACREONTIC ODE"
"14589","WHERE THE TOSZA'S TORRENTS"
"14593","CHIEFTAIN OF TYRCONNELL"
"14597","MARCH OF MAGUIRE"
"14649","PASTORALE, STRING ORCHESTRA"
"14673","DIVERTIMENTO (ARR. Seidl)"
"14689","FAUST: BALLET MUSIC"
"14698","AVE MARIA (ORCH. WITH VIOLIN OR VOICE) (ARR. Gounod)"
"14707","ROMEO AND JULIET"
"14761","SERENADE MELANCOLIQUE, VIOLIN/ORCH, B MINOR, OP.26"
"14770","DOES THE DAY REIGN, OP. 47 NO. 6"
"14779","SONGS: (UNSPECIFIED)"
"14788","MARCHE SLAV, OP.31"
"14833","WALTZES (ALL SOLO PIANO)"
"14845","RONDO CAPRICCIOSO, OP. 14"
"14922","SYMPHONY NO. 9, E MINOR, OP.95 (FROM THE NEW WORLD)"
"14942","CONCERTO, VIOLIN, A MINOR, OP.53"
"14943","PHAETON, OP. 39"
"14969","CONCERTO, VIOLONCELLO, OP. 82"
"14993","SYMPHONY NO. 1, D MINOR, OP. 21"
"15045","ALL THROUGH THE NIGHT"
"15095","EIN TON"
"15105","WEEP YE NO MORE, SAD MOUNTAINS"
"15115","ZEPHYRS BLEST, THE"
"15257","CONCERTO, CELLO, NO. 2, E MINOR, OP. 30"
"15263","SYMPHONY NO. 6, B MINOR, OP. 74 (PATHÉTIQUE)"
"15297","SILVANA, J. 87"
"15335","CONCERTO, VIOLIN, NO. 3, OP. 61, B MINOR"
"15339","SCOTTISH FANTASY, OP.46"
"15385","THEME AND VARIATIONS FOR VIOLIN"
"15389","SONATA, VIOLIN, UNACCOMPANIED, NO. 2, A MINOR, BWV 1003"
"15397","HANSEL AND GRETEL"
"15451","CONCERTO, PIANO, NO. 2, D MINOR, OP. 23"
"15453","FUNERAL MUSIC IN MEMORY OF WEBER"
"15502","SCARLET LETTER"
"15592","VARIATIONS IN E MAJOR FOR TWO PIANOS"
"15596","TARANTELLE, OP. 85"
"15654","SYMPHONIE ESPAGNOLE, OP. 21"
"15669","BRITANNIA OVERTURE"
"15731","PLAISIR D'AMOUR"
"15743","GIÀ RISUONAR D'INTORNO"
"15779","OH, YE DEAD (ARR. Stanford)"
"15791","TWANKYDILLO (ARR. Broadwood)"
"16182","ACANTE ET CÉPHISE SUITE"
"16185","CONCERTO, VIOLIN, F MINOR, OP. 20"
"16191","GUNTRAM, OP. 25"
"16221","CONCERTO, PIANO, NO. 2, F MINOR, OP. 21 (ARR. Burmeister)"
"16233","POLISH FANTASIA, OP. 19"
"16239","HUNGARIAN RHAPSODY NO. 3,  D MAJOR"
"16245","LIEDER OHNE WORTE, BOOK VI, OP. 67 (PIANO)"
"16263","AIRS HONGROIS, OP. 22"
"16357","INGWELDE"
"16362","RUSLAN AND LUDMILA"
"16367","BARCAROLLE, F-SHARP MAJOR, OP. 60"
"16372","MAZURKAS, OP. 33 (PNO)"
"16377","STANDCHEN, D.889 (ARR. Liszt)"
"16382","ERLKONIG [ERLKÖNIG], D.328 (PIANO) (ARR. Liszt)"
"16437","MELPOMENE"
"16447","SYMPHONY NO. 1, G MINOR, OP.13 (WINTER DREAMS)"
"16463","ERWARTUNG (EXPECTATION)  (ARR. Mottl)"
"16513","FROM THE SCOTTISH HIGHLANDS, OP. 4"
"16643","KING SAUL"
"16654","MY LOVE DWELT IN A NORTHERN LAND, OP. 18, NO. 3"
"16665","MY BONNY LASSE SHEE SMYLETH"
"16781","IVANHOE"
"16893","UNDINE"
"16903","ADAGIO FOR STRINGS (UNSPECIFIED)"
"16913","GAVOTTE FOR STRINGS (UNSPECIFIED)"
"16923","BAL COSTUME"
"16993","TRAUME (UNSPECIFIED) (VOICE/PIANO)"
"17003","STILLE WASSERROSE, DIE (VOICE/PIANO)"
"17013","ALLEIN (VOICE/PIANO)"
"17043","CARMEN SUITE NO. 1"
"17063","MORT DE JEANNE D'ARC, LA (VOICE/ORCHESTRA)"
"17067","PEER GYNT SUITE NO. 1"
"17087","DRAGONFLY POLKA-MAZURKA, OP. 204"
"17091","BALLAD, THY NAME"
"17095","AIDA"
"17104","PAGLIACCI, I"
"17114","TRAVIATA, LA"
"17124","SÉRÉNADE INUTILE"
"17129","PEER GYNT SUITE NO. 2, OP. 55"
"17149","GERMAN SONGS, TWO (UNSPECIFIED)"
"17154","CARNIVAL IN PARIS"
"17164","WAS I NOT A LITTLE BLADE OF GRASS, OP. 47 NO.7"
"17169","EUGENE ONEGIN, OP. 24"
"17229","L'ARLESIENNE: SUITE NO. 2 (ARR. Guiraud)"
"17264","CRICKET ON THE HEARTH, THE"
"17269","ISRAFEL (VOICE/PIANO)"
"17284","GAVOTTE, L'INGENUE"
"17289","CONCERTO, VIOLIN (UNSPECIFIED)"
"17294","BOABDIL, DER LETZTE MAURENKÖNIG, OP. 49"
"17306","CONCERTO, PIANO, C-SHARP MINOR, OP. 28"
"17327","WALTZ, D-FLAT MAJOR, CONTRAPUNTAL STUDY (SOLO PIANO) (ARR. Rosenthal)"
"17334","WINTERREISE: DER LINDENBAUM (SOLO PIANO) (ARR. Liszt)"
"17341","TARANTELLA DI BRAVURA (AFTER AUBER'S MASANIELLO)"
"17384","ORGAN SOLO PIECES, WITH ORCHESTRA (UNSPECIFIED)"
"17402","MARCHE MILITAIRE, D.733 (ORCH) (ARR. Damrosch)"
"17426","ANGELUS, L' (SOLO PIANO)"
"17438","POLONAISE (UNSPECIFIED)"
"17444","FANTASIA APPASSIONATA, OP. 35 (VIOLIN/ORCHESTRA)"
"17462","CAVATINA FOR VIOLIN, OP. 13"
"17486","TANNHAUSER: SONG TO THE EVENING STAR (TROMBONE/ORCH) (ARR. Unknown)"
"17510","PARSIFAL PARAPHRASE (ARR. Wilhelmj)"
"17528","REQUIEM"
"17546","GESANGS SCENE, FOR VIOLIN AND ORCHESTRA"
"17552","RONDO CAPRICCIOSO, VIOLIN AND ORCHESTRA"
"17586","REPENTIR (VOICE/PIANO)"
"17593","XERXES: LARGO (ORCH) (ARR. Unspecified)"
"17614","CONCERTO CELLO, B MINOR, OP.104"
"17635","DIAMANTS DE LA COURONNE: VARIATIONS (VOICE/ORCH)"
"17642","SYMPHONY NO.  45, F SHARP MINOR (FAREWELL)"
"17721","AN SCHWAGER KRONOS, D.369"
"17729","AM TAGE ALLER SEELEN, D.343"
"17745","WANDERER AN DEN MOND, DER, D.870"
"17753","WALDESNACHT, D.708"
"17854","AN DIE MUSIK, D.547"
"17867","AUF DEM WASSER ZU SINGEN, OP.72"
"17919","ZWERG, DER, D.771"
"17932","DU BIST DIE RUH, D.776"
"17945","AN SYLVIA, D.891 (ARR. Unknown)"
"17958","SYMPHONY NO. 2 IN B MINOR"
"18101","SONATA, VIOLIN, NO. 3, E MAJOR, BWV 1016 (FOR ORCH) (ARR. Thomas)"
"18120","ADAGIO FOR STRINGS (UNSPECIFIED) (ARR. Hellmesberger)"
"18177","JEPHTHA"
"18245","MY FATHERLAND"
"18258","VENETIAN SONG"
"18271","CONCERTO, VIOLIN, ROMANTIQUE, OP. 35"
"18297","GESCHICHTEN AUS DEM WIENERWALD (TALES FROM THE VIENNA WOODS), OP. 325"
"18323","ERL-KING'S DAUGHTER [ELVERSKUD]"
"18375","BOHEMIAN GIRL, THE"
"18401","MEISTERSINGER, DIE, WWV 96:  PREISLIED (VN, ORCH) (ARR. Wilhelmj)"
"18414","LANDSIGHTING, OP. 31"
"18440","ANDANTE CANTABILE FOR ORCHESTRA, OP. 11 (ARR. Tchaikovsky)"
"18443","PERPETUAL MOTION"
"18478","CONCERTO, VIOLIN NO. 6, E-FLAT MAJOR, K.268"
"18484","CON., VIOLIN, E MAJOR, BWV 1042"
"18506","VOYEVODA (THE GENERAL), OP.78"
"18527","RING DES NIBELUNGEN, DER: EXCERPTS  (ARR. Richter)"
"18543","SEHNSUCHT"
"18573","SUITE NO. 2, E MINOR, OP.48 (INDIAN)"
"18587","MASS, B-FLAT MAJOR (CREATION MASS), H.XXII:13"
"18603","SERENADE, WIND INSTRUMENTS, E FLAT MAJOR, OP. 7"
"18611","AIMONS-NOUS"
"18619","L'ENFER (VOICE/PIANO)"
"18627","DON JUAN'S SERENADE, OP. 38 NO. 1"
"18711","KÖNIGSKINDER (THE KING'S SON)"
"18727","SYMPHONY NO. 5, B FLAT, OP. 55"
"18757","PRELUDE, CHORALE, AND FUGUE (ARR. Abert)"
